date,Open,High,Low,Adj Close,Volume
2020-04-24 16:00:00,282.74,283.15,282.58,282.96,975158.0
2020-04-24 15:55:00,282.63,282.8,281.86,282.725,779140.0
2020-04-24 15:50:00,282.645,282.84,282.26,282.62,511303.0
2020-04-24 15:45:00,281.95,282.68,281.95,282.64,527924.0
2020-04-24 15:40:00,281.76,282.14,281.75,281.97,367518.0
2020-04-24 15:35:00,281.98,282.0,281.62,281.7674,334740.0
2020-04-24 15:30:00,281.91,281.98,281.69,281.9701,257160.0
2020-04-24 15:25:00,281.82,281.91,281.48,281.896,217308.0
2020-04-24 15:20:00,281.37,281.93,281.21,281.82,339752.0
2020-04-24 15:15:00,281.4501,281.59,280.85,281.38,309287.0
2020-04-24 15:10:00,280.74,281.55,280.71,281.45,348629.0
2020-04-24 15:05:00,281.21,281.23,280.61,280.7592,324966.0
2020-04-24 15:00:00,281.2333,281.4508,281.17,281.24,142029.0
2020-04-24 14:55:00,281.6,281.67,281.18,281.24,168395.0
2020-04-24 14:50:00,281.4,281.74,281.35,281.57,181507.0
2020-04-24 14:45:00,281.5474,281.6,281.179,281.4,181989.0
2020-04-24 14:40:00,281.1,281.59,281.1,281.55,204810.0
2020-04-24 14:35:00,281.27,281.35,281.09,281.11,175986.0
2020-04-24 14:30:00,281.27,281.42,281.07,281.26,220834.0
2020-04-24 14:25:00,281.7501,281.84,281.21,281.2601,262905.0
2020-04-24 14:20:00,281.63,282.0,281.58,281.76,293399.0
2020-04-24 14:15:00,281.5801,281.73,281.38,281.64,168638.0
2020-04-24 14:10:00,281.25,281.73,281.21,281.6,274462.0
2020-04-24 14:05:00,281.3,281.45,281.06,281.23,276253.0
2020-04-24 14:00:00,281.09,281.37,280.68,281.31,287220.0
2020-04-24 13:55:00,281.03,281.11,280.87,281.0759,169260.0
2020-04-24 13:50:00,281.08,281.1,280.95,281.03,163586.0
2020-04-24 13:45:00,280.92,281.11,280.88,281.09,360801.0
2020-04-24 13:40:00,280.79,280.92,280.71,280.9,139834.0
2020-04-24 13:35:00,280.81,280.95,280.72,280.79,189721.0
2020-04-24 13:30:00,280.55,280.8129,280.425,280.8,172060.0
2020-04-24 13:25:00,280.75,280.75,280.39,280.5673,194246.0
2020-04-24 13:20:00,280.7104,280.79,280.37,280.73,207041.0
2020-04-24 13:15:00,280.865,280.87,280.32,280.75,262275.0
2020-04-24 13:10:00,280.57,281.0,280.57,280.87,250937.0
2020-04-24 13:05:00,280.47,280.75,280.24,280.55,267249.0
2020-04-24 13:00:00,280.46,280.59,280.24,280.49,217335.0
2020-04-24 12:55:00,280.66,280.7296,280.27,280.43,257237.0
2020-04-24 12:50:00,280.3998,280.8202,280.289,280.64,270776.0
2020-04-24 12:45:00,280.1226,280.65,280.04,280.395,350003.0
2020-04-24 12:40:00,279.8757,280.23,279.69,280.13,224919.0
2020-04-24 12:35:00,280.12,280.12,279.72,279.88,188746.0
2020-04-24 12:30:00,279.71,280.14,279.67,280.12,300441.0
2020-04-24 12:25:00,279.4,279.8,279.03,279.7,296932.0
2020-04-24 12:20:00,279.2107,279.45,279.11,279.414,156723.0
2020-04-24 12:15:00,279.46,279.465,279.16,279.23,155325.0
2020-04-24 12:10:00,279.273,279.505,279.16,279.45,190782.0
2020-04-24 12:05:00,278.8699,279.3185,278.48,279.28,235405.0
2020-04-24 12:00:00,279.19,279.23,278.85,278.8501,187136.0
2020-04-24 11:55:00,279.45,279.52,279.18,279.18,160502.0
2020-04-24 11:50:00,279.01,279.52,278.84,279.4699,212012.0
2020-04-24 11:45:00,279.2206,279.25,278.82,279.015,160937.0
2020-04-24 11:40:00,278.62,279.2949,278.62,279.215,224831.0
2020-04-24 11:35:00,278.98,279.3,278.27,278.63,264751.0
2020-04-24 11:30:00,279.2999,279.48,278.92,278.98,211094.0
2020-04-24 11:25:00,279.1,279.44,279.1,279.28,211250.0
2020-04-24 11:20:00,278.47,279.15,278.41,279.1036,278397.0
2020-04-24 11:15:00,278.48,278.68,278.0068,278.44,298691.0
2020-04-24 11:10:00,278.5199,278.89,278.23,278.5,300897.0
